"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"713080602451439616","https://twitter.com/IBMcloudant/status/713080602451439616","[Video] Find out what you need to help shape better data for better business insights https://t.co/fn7HLyAv3v  #dataworks","2016-03-24 19:10 +0000","901.0","5.0","0.005549389567147614","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"713006375807369216","https://twitter.com/IBMcloudant/status/713006375807369216","Get advanced analytics for your Cloudant data with Spark in @IBMBluemix. https://t.co/rzv8FXYqNR #openfordata https://t.co/AM9A54Es8h","2016-03-24 14:15 +0000","1158.0","10.0","0.008635578583765112","7.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"712977378872524800","https://twitter.com/IBMcloudant/status/712977378872524800","How @SETIInstitute is using #Spark to scan the Universe for intelligent life: https://t.co/jFvWY8wVIl https://t.co/Oz08NlvE23","2016-03-24 12:20 +0000","928.0","8.0","0.008620689655172414","4.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"712761305967554562","https://twitter.com/IBMcloudant/status/712761305967554562","What is BigInsights and who should be using it? Find out here: https://t.co/R4ytGgPTCq #hadoop #analytics https://t.co/o2jkODf4I0","2016-03-23 22:01 +0000","923.0","5.0","0.005417118093174431","4.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"712732008934481920","https://twitter.com/IBMcloudant/status/712732008934481920","How opensource initiatives are influencing data, analytics &amp;app ecosystems? #openfordata https://t.co/J2ziLQYJgg https://t.co/jpSSMLtdcp","2016-03-23 20:05 +0000","1397.0","13.0","0.009305654974946313","9.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"712691715866501122","https://twitter.com/IBMcloudant/status/712691715866501122","[Tutorial] Get set up and build your first app using #Nodejs and Cloudant: https://t.co/MUCbudt8iN https://t.co/GOSpyAgJbg","2016-03-23 17:25 +0000","1500.0","13.0","0.008666666666666666","9.0","0.0","1.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"712667877313261570","https://twitter.com/IBMcloudant/status/712667877313261570","Helping you #buildmore - here's a great guide to #Cloudant Design Document Management: https://t.co/hUFOrR3wbx https://t.co/J2nA3X0esw","2016-03-23 15:50 +0000","963.0","10.0","0.010384215991692628","4.0","0.0","0.0","0.0","4.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"712656531234406400","https://twitter.com/IBMcloudant/status/712656531234406400","Spend more time building great #apps, less time managing #databases: https://t.co/4hhrkG8Rc1 #openfordata #DoMore https://t.co/5FpslbwoDD","2016-03-23 15:05 +0000","1059.0","7.0","0.0066100094428706326","3.0","1.0","0.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"712637005860102145","https://twitter.com/IBMcloudant/status/712637005860102145","[Webinar] Learn how you can unleash the power of Graph in your next application: https://t.co/E1yKXHjp7T https://t.co/w039zMO3Hn","2016-03-23 13:47 +0000","2017.0","15.0","0.0074367873078829945","6.0","0.0","0.0","1.0","3.0","0.0","3.0","0.0","0","0","1","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"712254329634365441","https://twitter.com/IBMcloudant/status/712254329634365441","The Spark-Cloudant connector means faster analytics for your Cloudant data.  https://t.co/rzv8FXYqNR #openfordata https://t.co/9XxAhkrkgG","2016-03-22 12:27 +0000","1987.0","13.0","0.006542526421741319","5.0","0.0","4.0","0.0","2.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
